2026-03-03 | 20260303_scoped_logout_hangs_without_redirect | Logout por consola se queda colgado y no aterriza en login | b765299,c9d60e0,dc6bc64 | pronto-static,pronto-tests,pronto-scripts,pronto-docs
2026-03-03 | 20260303_employee_sidebar_missing_after_spa_login | El layout lateral no aparece tras login SPA hasta recargar la página | 69098e8,6542df8,88bd82b | pronto-static,pronto-tests,pronto-scripts,pronto-docs
2026-03-03 | 20260303_sessions_tabs_active_state_is_not_visually_clear | Los tabs de Caja y Cierres no dejan claro cuál opción está seleccionada | 5fb3c6e,d6177fe,8d33e3d | pronto-static,pronto-tests,pronto-scripts,pronto-docs
2026-03-03 | 20260303_waiter_sidebar_duplicates_meseros_in_operation_group | El sidebar de mesero duplica Meseros en navegación principal y en Operación | ae59949,8d5e5a2 | pronto-static,pronto-scripts,pronto-docs
2026-03-03 | 20260303_waiter_sidebar_should_hide_management_modules_and_show_sessions_tab | Waiter muestra módulos de gestión en sidebar y no incluye Caja y Cierres en tabs | 0f78619,e5f3371 | pronto-static,pronto-scripts,pronto-docs
2026-03-03 | 20260303_waiter_request_payment_import_error_and_realtime_proxy_timeout | La acción Solicitar pago de mesero falla y realtime scoped entra en timeout | db28ce9,4edc94f,2720172 | pronto-employees,pronto-static,pronto-tests,pronto-docs,pronto-scripts
2026-03-04 | 20260304-waiter-legacy-realtime-poller-and-request-payment-reopen | Waiter sigue disparando poller legacy realtime y request-payment vuelve a fallar en runtime | 393e82d,a2d3451,026ae28 | pronto-static, pronto-employees
2026-03-04 | 20260304_profile_modal_missing_assigned_email | El modal Editar perfil no muestra el correo asignado por administrador | b9025e6 | pronto-employees,pronto-docs,pronto-scripts
2026-03-04 | 20260304_employee_profile_password_endpoint_missing | El modal Editar perfil no puede actualizar contraseña porque falta el endpoint | 034f2bf,2373870,9cb0699 | pronto-employees,pronto-tests,pronto-docs,pronto-scripts
2026-03-04 | 20260304_client_menu_uses_employee_http_and_wrong_bff_routes | La página cliente usa el wrapper HTTP de empleados y resuelve mal atajos/sesión al BFF equivocado | 6942544,339a224,e90598f | pronto-static,pronto-tests,pronto-docs,pronto-scripts
2026-03-04 | ERR-20260304-AUTH-ERROR-SCOPE-REDIRECT | Las rutas /chef|/cashier/authorization-error redirigen a login antes de renderizar la pantalla de acceso denegado | NO_COMMIT_LOCAL | pronto-static,pronto-tests,pronto-docs,pronto-scripts
2026-03-04 | BUG-20260226-SEC-01 | Secretos hardcodeados en scripts de verificación | NO_COMMIT_LOCAL | pronto-scripts
2026-03-04 | PARITY_CHECK_WRAPPER_NOT_FOUND | Fallo en auditoría de paridad de API (Employees) por ruta de wrapper HTTP incorrecta | NO_COMMIT_LOCAL | pronto-scripts,pronto-ai
2026-03-04 | PENDING_SCHEMA_MIGRATION | Migración de V6 marcada como pendiente en la auditoría de esquema | NO_COMMIT_LOCAL | pronto-scripts
2026-03-04 | RUNTIME_DDL_VIOLATION | Violación de regla de arquitectura (NO DDL at runtime) en pronto_shared | NO_COMMIT_LOCAL | pronto-libs
2026-03-04 | OBSOLETE_BASH_TEST_SUITE | Suite de pruebas bash (test-all.sh) rota por incompatibilidad con seguridad V6 | NO_COMMIT_LOCAL | pronto-scripts
2026-03-04 | CODE-20260303-003 | Código muerto detectado en utilidades compartidas del frontend | NO_COMMIT_LOCAL | pronto-static
2026-03-04 | DOCS-20260303-001 | Discrepancia en documentación para decorador de autenticación web | NO_COMMIT_LOCAL | pronto-docs,pronto-employees
2026-03-04 | SEC-20260303-001 | Exposición de auto-login de kioscos sin secreto obligatorio | NO_COMMIT_LOCAL | pronto-client
2026-03-04 | ERR-20260304-WAITER-BELL-AUTH-ASSIGNMENT | Flujo de campanita no cumple gating por login ni señalización clara de mesas sin mesero asignado | NO_COMMIT_LOCAL | pronto-static,pronto-api,pronto-client,pronto-libs
2026-03-04 | ERR-20260303-ADMIN-CASHIER-SESSIONS-SIDEBAR-NOT-ACTIVE | Caja no permanece activa en el lateral al entrar a Caja y Cierres | NO_COMMIT_LOCAL | pronto-static
2026-03-04 | TEST-20260303-001 | La suite de pruebas completa (`run-tests.sh all`) falla sistemáticamente | NO_COMMIT_LOCAL | pronto-tests
2026-03-04 | 20260304_pronto_client_sessions_shortcuts_business_logic_moved_to_api | pronto-client mantenía lógica de negocio en sessions/table-context y shortcuts | 7021822,f8fa002,85a5e58,b003c5a,b3dd475,8c487f9 | pronto-client,pronto-api,pronto-libs,pronto-tests,pronto-scripts,pronto-docs
2026-03-04 | 20260304_employee_profile_preferences_still_live_in_pronto_employees | El perfil de empleado seguía usando funcionalidad local en pronto-employees | ff97d91,df92545,6003b87,981b150,764d76a,e562408 | pronto-api,pronto-employees,pronto-static,pronto-tests,pronto-scripts,pronto-docs
2026-03-04 | 20260304_client_cors_preflight_blocks_menu_and_orders | Cliente en 6080 fallaba por CORS preflight al llamar directo a 6082 con X-PRONTO-CUSTOMER-REF | 14194b3,037f3c5,1cd5d66,5957df0 | pronto-static,pronto-tests,pronto-scripts,pronto-docs
2026-03-04 | 20260304_client_login_modal_low_contrast | Modal de login cliente 6080 con bajo contraste y legibilidad deficiente | NO_COMMIT_LOCAL | pronto-client,pronto-docs
2026-03-04 | 20260304_client_menu_image_overflow_due_missing_menu_imports | Imagen gigante en menú cliente por colapso de estilos importados | NO_COMMIT_LOCAL | pronto-client,pronto-static,pronto-docs
2026-03-04 | 20260304_client_checkout_preference_buttons_unstyled | Botones de método de pago se renderizan sin estilos en cliente 6080 | NO_COMMIT_LOCAL | pronto-client,pronto-static,pronto-docs
2026-03-04 | 20260304_client_cart_panel_unstyled_and_expanded | Cart panel cliente se renderiza expandido dentro de la página | NO_COMMIT_LOCAL | pronto-client,pronto-static,pronto-docs
